Time,Production,Avg_production,Revenue,Bad_Debt,Avg_r_bank_d,Avg_r_bank_u,Avg_r_trade_u,Avg_B_d,Avg_B_u,Count_Def_D,Count_Def_U,Count_Def_Z,Avg_Leverage_D,Avg_Leverage_U,Q_mismatch_d
24,607.2549577729822,0.5999014537971316,609.7007929341594,23.75365066702069,0.07077484040417233,0.08038399000555259,0.1846544604208816,0.0003951542355697855,0.6995721470296185,75,0,0,0.022991230467055396,0.26574298729983875,0.0
25,599.1319000088049,0.5941948467776246,607.7628060085683,27.72977531548842,0.07266771226583532,0.07928458330494972,0.18442869963631456,0.00048160954645053264,0.6619316800574807,93,0,0,0.034409562774987995,0.2324804105976096,5.684341886080802e-14
26,601.6619602830681,0.6134643861815896,651.226292861182,21.5619584546626,0.07225059614147779,0.07939329148028071,0.18405143223228573,0.00047066310933248525,0.6381435744348598,77,0,0,0.030681216469278724,0.23282673920983288,0.0
27,620.5191719174891,0.5679494554852227,564.3452961856021,30.800376815482807,0.07410180304552788,0.07972174836062129,0.1840999421681497,0.0005773385924129426,0.707978970968682,104,0,0,0.03589237861461231,0.2454726848671898,0.0
28,587.3323833486154,0.592246453859059,603.9035054935623,30.24125969732298,0.07291825268932316,0.07919582391978626,0.18402269900356186,0.0005045393153527282,0.6687641167704353,97,0,0,0.0376440064247069,0.23664143136927568,0.0
29,585.9537080326761,0.5723776434519399,610.8697621794817,29.240718527464324,0.0755404798123471,0.07735447045175507,0.18366487412668045,0.0006352539802862398,0.6492232446153552,96,0,0,0.04679524780941516,0.234281505383611,0.0
30,607.0384187830014,0.5974761537511594,609.8535425508364,32.75455818311525,0.07338639694710293,0.07659307806106017,0.1834873916307338,0.0005442158933161821,0.6865283535263746,107,0,0,0.04222397975663696,0.1976554862401532,-5.684341886080802e-14
31,606.4300364619255,0.5797982597029527,545.868377109615,35.57914270256502,0.07295162284319887,0.07760200601305978,0.18361481561084228,0.0005652575727716587,0.6525839080822656,116,0,0,0.03232988377724422,0.2948569807870116,-5.684341886080802e-14
32,575.2584078762245,0.5890945380282294,553.2339882986716,22.792998125954842,0.0708010822814924,0.07664254836545666,0.1831485831973031,0.00040549000096952806,0.593271250538427,85,0,0,0.03173212893501348,0.188683117713179,0.0
33,559.2118731649198,0.5874782162701351,562.0610299249203,28.402457690088116,0.07213312747394798,0.07475120606881643,0.1825852243954475,0.00045746296383884923,0.5403319492908917,85,0,0,0.03735663302400573,0.17306334065012896,0.0
34,552.3126845772058,0.6026321480730379,474.9149329393026,36.9179267919705,0.07268285604692563,0.0749207945587566,0.18226843535871148,0.0005085574749419194,0.5341999599984932,103,0,0,0.04778398941358891,0.15995288315700357,0.0
35,502.68725416876134,0.5629534033062864,512.1490915971071,27.470928781009672,0.07613783281566933,0.07577972717628924,0.18179132438269102,0.0006673707336184794,0.4399959894872358,107,0,0,0.0542794048921971,0.13002902831007826,2.842170943040401e-14
36,517.5637730141685,0.5957899746104044,530.4061251347833,28.54149878164383,0.07314604292820893,0.07523291078598358,0.1811625006593625,0.0005517187890456184,0.43468608346085164,100,0,0,0.03952155517223163,0.13477152563146866,0.0
37,521.4440518047812,0.556143693262956,501.0076788260551,29.137585607899112,0.07152259327448948,0.07404718778307272,0.18073532987847096,0.0005001529263661764,0.440776957572465,102,0,0,0.03522226146288806,0.10697373629711783,0.0
38,514.2036315089241,0.6188082356996087,481.78243817818367,21.037578497937837,0.06984008277265974,0.07162268653588766,0.18031715426565756,0.00041999790772007,0.48085056438363416,86,0,0,0.024366317390369707,0.10613763826462227,0.0
39,487.6860655725675,0.5856919846899644,516.3832379581879,26.446590687409955,0.07040213378962448,0.07104587565254383,0.17985867433704325,0.0004248119294671898,0.4241940013568433,88,0,0,0.03263017212429872,0.09857039534971881,0.0
40,506.76992088607943,0.5788322959671137,506.87740582096023,22.14500243270621,0.07136328646713717,0.07191126409866824,0.17928543197283078,0.0004404419062392433,0.4343050080084271,79,0,0,0.03470495678241233,0.09840790180092876,2.842170943040401e-14
41,513.6269208580169,0.6183312121079549,496.53172606616835,27.843041364106387,0.0720076353383022,0.07279199151818747,0.17891613674404017,0.0004735010120097108,0.4121527182417301,96,0,0,0.033098706858445855,0.10362385835937124,0.0
42,496.16170047058586,0.5612586729331636,483.9448088390251,29.246674692826005,0.07204021643675623,0.07027337980180931,0.1784923143885282,0.0004997463520207623,0.3594926387103351,103,0,0,0.03276060864959427,0.07491023050815547,-2.842170943040401e-14
43,496.8013548845974,0.5962768007972263,504.0276017263086,34.67950893644668,0.07040632598758594,0.06954978439962048,0.17809958287006583,0.00040618074055998466,0.3798772453151172,105,0,0,0.030838549065177655,0.0709378124832123,2.842170943040401e-14
44,509.457217018146,0.5777604155003544,521.2031340352557,25.994379863416444,0.06954857801162853,0.07015411961030275,0.1776213848918693,0.00040004938678820355,0.4051343149381874,80,0,0,0.02790505200926454,0.08019021567054335,0.0
45,513.8920949487208,0.5928234864762698,518.5893233324289,28.065505306069948,0.07319724833710795,0.06967901473918994,0.17721233803590294,0.0005230832430655781,0.3936801781076867,93,0,0,0.05571429212246397,0.06982536266965172,0.0
46,522.6084971283016,0.6067004976338088,491.9165120883299,27.083268322113543,0.07496635977986128,0.06943716131431941,0.17674230872307015,0.0006084678239408887,0.3847319419929913,94,0,0,0.058913380747922545,0.07692199988350261,0.0
47,505.3732215540173,0.5818087969940327,509.5487442788582,25.14467530715863,0.07143654418842092,0.06993317616611287,0.17604555541407108,0.00044471175197362294,0.33893818120337704,83,1,0,0.03962925991430914,0.08355008983036348,0.0
48,507.19266776292443,0.6020150321947069,534.6896521154879,24.03706959665765,0.07070993779730762,0.06970915939568181,0.175582497030599,0.0004473393480001814,0.3136318464919179,83,0,0,0.033153082671565554,0.06752020772690126,0.0
49,517.296146219928,0.594181471445125,514.8496714107023,24.97827757607039,0.07241069723900176,0.06864015960807884,0.17508718128232784,0.0005227184541139121,0.33048868141579596,100,0,0,0.03541223286246163,0.06347451426912736,0.0
50,522.5821476318483,0.5958690633535144,499.1250188687236,27.896462094180855,0.06966227006166383,0.06885845418941806,0.1746174419237272,0.0004237714783496518,0.3224042792431236,84,0,0,0.028802472573196725,0.07117789909065161,0.0
51,507.65321596435024,0.5864820230032781,504.0260807243556,29.630195356504284,0.06990804778436553,0.0670288321469566,0.17424240734287316,0.0004592197841329493,0.2932035238065932,96,0,0,0.027871515519003753,0.0406705655862239,0.0
52,504.11220196225605,0.5669977777391915,479.97004443612116,31.97952134440652,0.07006650176593279,0.06629380447318985,0.17393077423128933,0.000433904694639045,0.2872193460629159,112,0,0,0.03351323089139018,0.03632591441494822,5.684341886080802e-14
53,497.02625207178716,0.5592505352316681,485.54440398828706,21.761426113002685,0.07206397298310982,0.0658390693039722,0.1735270017835857,0.0005490867944277238,0.2539237147569036,82,0,0,0.03449282760649695,0.05149348354094987,0.0
54,492.80371371491736,0.5955667514904387,532.0994924762541,23.73919080465179,0.07247121426170934,0.064774233172926,0.173067068434079,0.0005331658285325464,0.2128531666847574,89,0,0,0.040048409792162926,0.025421593834920007,-2.842170943040401e-14
55,524.4927589548165,0.5915185064430886,506.1995037904514,22.26145076571759,0.0726648043822153,0.06734956645481024,0.17252780487436395,0.0005133129664791163,0.24264136381568063,86,0,0,0.04182977489799862,0.0380716792529558,0.0
56,514.4529637370973,0.5750823297476102,490.35967869465946,27.336217374694378,0.07225697487884801,0.06737510249131157,0.17203550640399576,0.0005484816779869734,0.1838473083155975,85,0,0,0.03010282121705211,0.024860304307142818,0.0
57,491.3035439036946,0.5570346273299972,525.3458315365746,20.329099306850523,0.07352093015640147,0.06508228687815973,0.17165568655265606,0.0006105509679466691,0.17184823747259306,90,0,0,0.03712343229750353,0.017908124688722472,5.684341886080802e-14
58,518.4171068392534,0.5537908048755463,556.0973840509631,26.493047317450642,0.07247050006456306,0.0656827037218238,0.17124555491242757,0.0005051306971144993,0.197620132189223,97,0,0,0.05011956822925011,0.029672525442636478,-5.684341886080802e-14
59,546.233947939133,0.5436515021468695,504.8152514496605,22.48275806257391,0.07133242133248473,0.0651620718091741,0.1708445879105177,0.0004728518235708076,0.24006604827845002,83,0,0,0.04230673670621901,0.026734941954251114,0.0
60,524.8232671047494,0.5537557658556529,503.4033782284236,25.609733718887657,0.07236690850424249,0.06497123865601413,0.17046586866723343,0.0005511517458246038,0.18200093091555228,85,0,0,0.04078292491312388,0.016159832480208997,0.0
61,517.0913063205069,0.5786676646724987,518.1932743869639,24.142325953207088,0.07236944067756508,0.06457748320117429,0.1700206074917597,0.0005150613225463631,0.12044057822157123,89,0,0,0.047003233315269614,0.012387940863566227,0.0
62,514.8005201067235,0.5647001659627957,508.49496540473285,25.458674239353982,0.07382124268948008,0.06481716077831012,0.16964394138768504,0.000619191520901158,0.15431749024354321,89,0,0,0.0398728805436242,0.029598224355252282,0.0
63,524.7752260175228,0.5837228994361529,505.8665309375507,27.991564133480857,0.07296125352565469,0.0634558356309854,0.16931500036830235,0.000556612918430584,0.15544844992455104,99,0,0,0.04309076412968153,0.009662846712291576,0.0
64,507.9806505525977,0.5711628046673571,478.884811803806,23.50756408230495,0.07275984448037988,0.0636194976255955,0.16904493100896814,0.0005494846368701029,0.15413142351741596,93,0,0,0.04159451971779353,0.014169575501864774,0.0
65,496.7583373059229,0.542107219491689,477.4203349820593,27.89756571583857,0.07128927565310239,0.06328003741513559,0.16872796292317288,0.0004293504162649886,0.10279139642695809,97,0,0,0.04736580214286745,0.010430321275096174,-2.842170943040401e-14
66,490.929057868942,0.5474063036630719,477.5519149349088,28.491356298863742,0.07122809725998255,0.06269544666370647,0.16837822849990128,0.00047090009331825493,0.05940130502846037,96,0,0,0.0350822507310002,0.003715336280383363,0.0
67,482.5699535996635,0.5483701445000337,518.9538270497997,22.69149799704227,0.07323157420474367,0.061731791507473016,0.1681591636730875,0.0005967632645705559,0.059409430465681555,101,0,0,0.04063588742731643,0.0027652788034541746,2.842170943040401e-14
68,512.8257912640848,0.5583423109410823,466.7294131711742,28.467405666266647,0.07380880826926689,0.06237976086405313,0.16791451146895908,0.0005711884477246723,0.0590551551322963,112,0,0,0.04540650079166561,0.04055985150569403,0.0
69,507.48228511496984,0.5670924898298186,505.83597564064115,22.608235474533377,0.0714933758281258,0.06159688474635019,0.16758027834757463,0.00047273970105342307,0.0777872294954258,85,0,0,0.04467788301804039,0.004102971228645642,0.0
70,521.4998442847282,0.6140537383764995,535.3968940310199,26.238927271232033,0.07061248052054453,0.06401980631888722,0.16728351139074293,0.00042947034973929893,0.1276418989935398,94,0,0,0.03954681506959559,0.05250418337071683,0.0
71,530.788117854592,0.6001008391546412,539.9802326329394,23.647681391450632,0.07198208435702033,0.061096208262483305,0.16696929734154412,0.00046189062548499633,0.042986463177270055,87,0,0,0.051160816859183215,0.0023272729994498497,0.0
72,536.1190326338518,0.6137952243094489,515.8094211940838,20.537556315035907,0.07369368979223546,0.0623176745638323,0.1666856513142825,0.0006077428663662583,0.06870852985341061,82,0,0,0.04062891868904171,0.006167229752643232,0.0
73,529.9134864166906,0.5843879892565014,553.0731909552699,26.283381897463606,0.07184561462785004,0.06241731067179353,0.16635893680818448,0.00050086220946236,0.044373936171382175,103,0,0,0.04490965603171612,0.008500649038024577,5.684341886080802e-14
74,558.3923244879015,0.5914003093496104,582.0006869611154,27.87464092215901,0.07018525208807472,0.061812180532041905,0.16611260450463486,0.0004183590391007803,0.054101418459467775,95,0,0,0.045311423316135725,0.007778348372792161,0.0
75,571.9301583594277,0.6077317314950287,587.2955013591197,22.365471951649972,0.07132047170319053,0.0620628270792145,0.1657628048293725,0.0005612054676221393,0.035582096138368054,78,0,0,0.0299142446719138,0.008403001607470774,0.0
76,586.9714139878068,0.6088431180645963,579.1683298931925,21.727605724409308,0.07163161141069622,0.06145241585586425,0.16567090224841421,0.000518066761345817,0.08862461665608469,87,0,0,0.03854427641832811,0.03784910007056784,0.0
77,582.6517850397001,0.6295066368102615,605.4864582867976,19.779764844850682,0.07131484367682578,0.06257953022514647,0.16537574239906253,0.0005201606904729248,0.10414742656507824,77,0,0,0.03266701253831144,0.030709063697430372,0.0
78,587.8130336530862,0.5793550748596531,583.1005183279151,23.011678908056187,0.07306296007792835,0.06233518476852798,0.16507492663582105,0.000565835932750965,0.052046166775181854,89,0,0,0.03707054009027908,0.008050693537814771,0.0
79,589.0025868408086,0.5912236558477839,566.3388493706434,22.628911657357197,0.07251628339501044,0.062402722782089325,0.16480033433996005,0.0005775288137340451,0.06463793376460888,77,0,0,0.03488952455124924,0.010417986417175838,0.0
80,589.290895016697,0.6056582741696309,564.0646710382218,19.48973338407628,0.07378233964338439,0.0633460175019564,0.1644413292273629,0.0005668600581635847,0.03880882998973099,78,0,0,0.0528556015418525,0.018186213681451027,0.0
81,578.5202312619833,0.6221195901978243,608.3942519039916,27.993855998138677,0.07144156378967105,0.06110011924374993,0.16412245165178863,0.00047271075132584994,0.004622596653482633,95,0,0,0.037843307916764726,0.004677481991995025,-5.684341886080802e-14
82,595.4737384066543,0.6063339795485534,592.3337913393179,24.22230783822588,0.07063462019933868,0.061721948204379685,0.16390881005660132,0.0004698263654305066,0.06567169989019189,82,0,0,0.028871841482923103,0.02272883161688399,0.0
83,604.5400672548167,0.608591028744665,582.2086060562067,24.02421346716233,0.07065526293403092,0.0618858346761573,0.16371316462552762,0.00042714631434717795,0.07326022383786958,88,0,0,0.039839904881860164,0.033189853855444325,0.0
84,594.2211214706307,0.6188620219722136,576.7562719696946,18.4021593411956,0.07065234972948957,0.06056589314789264,0.16346880392154953,0.00041683526721905635,0.0,78,0,0,0.04577624608648401,0.0,-5.684341886080802e-14
85,579.8282218098859,0.5894103621976208,604.0172753054921,20.10707226962342,0.07332053795062385,0.06055733347216432,0.16322675328479933,0.0005905712325486509,0.0,67,0,0,0.03556892629164996,0.0,0.0
86,587.6537431643482,0.6051689844713104,657.8267770611881,22.57077166242219,0.07234438602110695,0.06108356975858185,0.16296711652134258,0.0005113559283965952,0.005574775832314196,90,0,0,0.047709145207670105,0.004102428813034808,5.684341886080802e-14
87,630.6859819918284,0.594527924597841,533.2602328274805,24.468209297787414,0.07247320963996523,0.06087983092803771,0.16262724187593575,0.000492950837648504,0.00048184821709556136,86,0,0,0.054309618872042026,0.0003936433747786032,0.0
88,585.7674741919163,0.6056629230304882,626.890039808197,19.364190152817216,0.07160439757896138,0.061110748155319666,0.16241791886190776,0.0005172212894041047,0.03349275770309254,84,0,0,0.03699881974506827,0.005671301492575303,0.0
89,604.0094327269144,0.5719173159909499,632.0641764982686,28.26027639014723,0.07216371838500632,0.06055127993170484,0.16218430754742183,0.0005328737274559161,0.0025512274564599897,95,0,0,0.03378645419949123,0.002367406108619208,0.0
90,618.0911823303401,0.5989611324043127,600.1857906030015,51.52562432750212,0.07217963212059969,0.06191311222804896,0.16216354163278196,0.0005319606666519507,0.11861633754418752,91,1,0,0.04342067039115587,0.058541713735335746,0.0
91,602.4053828517126,0.603289087449873,612.1477615189788,20.782265030644542,0.07215104385953654,0.06182192987717913,0.16192689410268138,0.0005540904009655805,0.11166975451238104,84,0,0,0.03983984736214577,0.025924066008282568,0.0
92,607.6343486475816,0.6131213338234549,631.7112222378305,22.189161796883198,0.07289431796493279,0.06097026428994532,0.16169484059491807,0.0005665275695684516,0.10587910449164196,82,0,0,0.040835762846465104,0.017573593678118934,-5.684341886080802e-14
93,617.587199920551,0.5886976189939714,670.5159725500705,23.73498121584177,0.0720372618163208,0.06158832581135357,0.1614668964820147,0.0005146659833588278,0.023944823061118604,91,0,0,0.042802926226687854,0.0037686889748779076,0.0
94,654.160276540788,0.604274442656805,710.8193518912035,23.948527250988498,0.06968805642367455,0.062178300470898167,0.16120961955672544,0.00041676491325946466,0.062073590479987874,80,0,0,0.02651114479702329,0.011979339710665272,5.684341886080802e-14
95,668.2056882298982,0.575112130130891,677.8970832800517,60.38628921011052,0.07160189320799892,0.06403837372575569,0.16121561190860853,0.000541235597123164,0.22153000776584003,86,1,0,0.031563865502804336,0.1254743967916888,-5.684341886080802e-14
96,678.507804897024,0.6174668880587878,756.4180047778605,23.972343622785484,0.07075803668322267,0.062238933033929286,0.1610044946536591,0.00048195114933958827,0.1349807826275492,71,0,0,0.03263420484812673,0.025537877224710164,0.0
97,706.9186393384156,0.5937727016993601,758.0639032748039,23.181818997902777,0.07178565346205724,0.061615490246800304,0.16077461206395527,0.0005159850203263263,0.037865975564934436,87,0,0,0.03468451890666327,0.006106859550412113,5.684341886080802e-14
98,727.8163330578249,0.5886994523457375,739.5176616808608,19.65200894645944,0.06973094807124319,0.061650216873242104,0.16052988897777845,0.00045717607983298246,0.01736096219544983,70,0,0,0.023196372448622375,0.005326903042478067,0.0
99,722.6413488718578,0.601995461175796,766.3751639924105,85.70494047451615,0.07079862063721244,0.0635771557693133,0.16054556031308514,0.0004864195334708196,0.2856943182792322,92,1,0,0.03503754529571643,0.12712535726572322,-5.684341886080802e-14
100,736.0791431417151,0.6111751924805882,742.8102572027328,121.42299321831717,0.07157297272551154,0.06342675636798456,0.1606734504835516,0.0005069316161845516,0.4317095743531321,92,2,0,0.040388332975585285,0.3749053394502174,0.0
101,725.4553161681793,0.6151023345585491,684.0200739478673,62.15235311608312,0.07297906851250469,0.061863136828400146,0.1606890721719772,0.0006195334979302739,0.33285752777802236,75,1,0,0.046434955658367215,0.07727774538158735,5.684341886080802e-14
102,711.43101037851,0.5963372542431409,607.5839230742035,25.74982922188515,0.0741350847226062,0.06224572878525382,0.16048764178966687,0.0006133498234313115,0.2776666012369369,89,0,0,0.05039272368114118,0.02069046668958732,-5.684341886080802e-14
103,674.3370625930362,0.5821520043455102,759.4610553797745,18.808312245446984,0.07281132333692726,0.06339744121269407,0.16015421873874863,0.0005170676894383437,0.14228655751834743,78,0,0,0.0410584126641596,0.027913499259637438,-5.684341886080802e-14
104,709.9499326103447,0.5890917462435109,543.8429177111901,22.197475830346733,0.07255183353161804,0.06161415944302671,0.1598466415757435,0.0005551554384422528,0.15786269849821535,77,0,0,0.039861173715472986,0.04221514809357683,0.0
105,636.8765310351777,0.5648914959665305,587.2783353448233,22.139125192387343,0.07313288936832808,0.06165087757840395,0.15960812917234,0.0005742419186489884,0.09529590265915056,85,0,0,0.04368137664735781,0.011079577182944311,0.0
106,632.2799680901226,0.6109881686340988,572.7747798521254,63.34650827936291,0.07315582048656095,0.061208737635983404,0.1596811234661933,0.00054423019330895,0.16542863330848734,96,1,0,0.04375056756975333,0.08270158000988301,0.0
107,608.9511307467251,0.6124871705598286,572.7731303916244,23.709888473317047,0.07130291389331664,0.06173811754549294,0.15949970735226163,0.0005063156065123681,0.1321143343668399,87,0,0,0.025993548319201705,0.02262548905213605,-1.1368683772161603e-13
108,600.7549453824101,0.5823544557319009,646.5168105965756,21.945080048740024,0.07158474642535131,0.06137775563814702,0.159266292259102,0.0005181491345313197,0.03653651986172611,83,0,0,0.02908829580208752,0.004930149400228575,0.0
109,628.8008367019202,0.6050173740077597,658.7723130300976,23.08356158903567,0.06925265009843272,0.06150346640122582,0.158948731035189,0.00038307841891677846,0.06159440117485617,92,0,0,0.03155180260491884,0.0041219958341569725,0.0
110,661.8962530258688,0.6369306636949051,647.8321928824255,27.669554044051168,0.0689298855299953,0.06240321590864933,0.15876725431678232,0.00039975336629531453,0.013749534212480307,82,0,0,0.023500731911856376,0.016953480443438643,0.0
111,652.3850873576594,0.5868328693783855,663.6934524825722,18.361571084356235,0.07135741132598895,0.061911211418306994,0.15842273783974473,0.0005589980468748113,0.024438881496877424,71,0,0,0.029659369129904516,0.008032396879467732,0.0
112,649.0764427736085,0.5947754165491647,655.6633473505937,48.791654275775,0.07074648450434734,0.06091800521454997,0.15851975943770233,0.0004841517394400043,0.11020819021501911,76,1,0,0.028573961198867456,0.05324478418793092,0.0
113,659.88596795167,0.5967307843201655,694.6622864715255,18.140966922318814,0.0717843841901687,0.06102928457051792,0.15824020889034945,0.0005379415986378161,0.00608147799529297,71,0,0,0.03558240097153325,0.0028238410907873287,0.0
114,669.0815278450781,0.5810744754137185,705.5946076605778,16.221093186005284,0.07404519222748082,0.0624314822001703,0.15817054342029177,0.0006151280073224474,0.13016897928278984,76,0,0,0.043695129951333685,0.056313208964198565,0.0
115,695.5040624458951,0.5882213575988633,666.6515509096956,20.89925261256821,0.07328627308163123,0.06241461058631917,0.15814500422008806,0.0006355543629953866,0.07215532559471619,92,0,0,0.039415218451201904,0.05424139485136126,0.0
116,694.3221570416167,0.5910333386926114,664.8321528060545,20.359732661754236,0.07106811301832112,0.06237762434551075,0.15792823929964173,0.0004599960039973641,0.057046554776519244,83,0,0,0.03926678359473027,0.01263738955229243,0.0
117,691.3827576373449,0.6206092939992509,645.1597205681039,21.777799581147317,0.07104564795529923,0.0630250486738565,0.15755604525263317,0.0004841513978336457,0.02790722353577704,87,0,0,0.03261083586724502,0.016435080015371247,-5.684341886080802e-14
118,663.1223766815472,0.6037152780178294,719.4873937239436,23.143253476671994,0.06958001545885707,0.06094610164558948,0.15737868459975687,0.00046548521126092213,0.0023048212415641032,81,0,0,0.022580180554823394,0.006183800031092349,-5.684341886080802e-14
119,699.678080142362,0.6014834538316598,652.9546037391779,29.651104881736796,0.0716248357574448,0.060683293767381886,0.15720584358179895,0.0005353707525324309,0.0035784016954697614,86,0,0,0.029074276969362343,0.0013105535205094692,0.0
120,673.3743073512582,0.5979594436472088,738.6890463083939,19.99934619001341,0.07074760747451375,0.061515529080001255,0.1569372665651299,0.0005255534021335862,0.01318768178719899,74,0,0,0.03046078386461406,0.005936845502690737,-5.684341886080802e-14
121,708.559459024152,0.5872328655449237,714.6795830233785,14.200252655355916,0.07228806457586964,0.060602663861670625,0.15670411227919823,0.00055663274984276,0.006922295968481917,73,0,0,0.033901887795806135,0.0021906918548840948,5.684341886080802e-14
122,713.643328624541,0.6142228139032748,723.4279085575345,18.509019240055203,0.07248885644422219,0.062240651969431446,0.156687372833469,0.0005558665777895797,0.02181433695098238,72,0,0,0.03646993678893291,0.0119646680584118,-5.684341886080802e-14
123,713.427065012384,0.5793852180528238,714.1692599275812,23.808545455613757,0.07328608561577869,0.06390235717064265,0.15639737177419255,0.0006132281844896399,0.07140089385074397,88,0,0,0.03794600955627107,0.03193393023655087,-1.1368683772161603e-13
